Origin_Country,Destination_Country,Carrier_Name,Incoterm,Route,Gross_Weight_KG,Gross_Volume_M3,Number_of_Pieces,Requested_Lead_Time_Days,Month,Pickup_DayOfWeek,Delivery_DayOfWeek,Pickup_IsWeekend,Delivery_IsWeekend,Business_Unit_ADS,Service_Type_RTN,Hazardous_Y,Carrier_Delay_Rate,Carrier_Volume,Route_Delay_Rate,Route_Volume,Weight_Per_Piece,Is_Rush,Carrier_Route_Encoded,Route_Month_Encoded
3,0,8,3,12,1216.35,0.9019,5,5,5,5,6,1,1,False,True,False,0.257201646090535,2916,0.30275229357798167,218,243.26999999999998,0,400,43
1,5,3,1,4,643.6,0.2686,4,8,1,0,2,0,0,False,True,False,0.491083079599826,2299,0.27880434782608693,1840,160.9,0,228,418
8,2,11,0,37,702.07,0.378,3,4,3,5,3,1,0,False,True,False,0.22524436889077773,2353,0.26897470039946736,1502,234.02333333333334,0,112,363
6,4,8,3,33,1259.82,0.8986,8,7,11,3,6,0,1,False,True,True,0.257201646090535,2916,0.27261146496815286,785,157.4775,0,423,312
4,4,9,3,23,444.92,0.2809,3,2,5,6,1,1,0,False,True,False,0.5224839400428265,1401,0.2726831635128578,2061,148.30666666666667,1,453,187
6,4,4,1,33,429.85,0.2197,1,6,7,0,0,0,0,False,True,False,0.12867729620480575,4453,0.27261146496815286,785,429.85,0,262,319
8,5,3,2,39,3945.63,2.3893,12,6,12,1,1,0,0,False,True,False,0.491083079599826,2299,0.26510944135903297,6122,328.8025,0,227,385
1,2,6,1,2,2050.32,1.5398,14,5,12,0,5,0,1,False,False,False,0.15355367066393683,3419,0.23582089552238805,335,146.45142857142858,0,327,265
1,4,5,2,3,4808.07,2.3098,17,8,11,6,2,1,0,True,True,True,0.2894486692015209,2104,0.27113095238095236,3360,282.8276470588235,0,298,396
6,4,3,2,33,7398.11,5.3317,16,8,11,6,2,1,0,True,True,False,0.491083079599826,2299,0.27261146496815286,785,462.381875,0,221,312
1,4,2,1,3,528.77,0.2758,3,3,1,4,0,0,0,False,False,False,0.2719298245614035,456,0.27113095238095236,3360,176.25666666666666,1,178,394
8,5,4,0,39,1178.32,0.4165,2,5,6,0,5,0,1,False,True,False,0.12867729620480575,4453,0.26510944135903297,6122,589.16,0,268,390
4,2,6,0,22,588.42,0.2632,6,1,8,3,4,0,0,False,False,False,0.15355367066393683,3419,0.2723673792557403,1263,98.07,1,330,178
4,2,10,2,22,1695.38,0.5683,6,2,1,4,0,0,0,False,True,False,0.19724375538329025,2322,0.2723673792557403,1263,282.56333333333333,1,55,168
7,4,4,3,36,1960.6,1.4262,3,7,12,2,3,0,0,True,True,False,0.12867729620480575,4453,0.22767857142857142,224,653.5333333333333,0,265,349
8,6,5,1,40,3292.65,1.7903,23,5,4,5,5,1,1,True,True,True,0.2894486692015209,2104,0.30601092896174864,366,143.15869565217392,0,310,412
3,12,7,2,17,1229.1,0.6259,2,6,10,4,5,0,1,False,True,False,0.45885916203937405,1981,0.2695035460992908,141,614.55,0,365,97
5,4,4,1,31,2579.35,1.273,6,2,5,6,1,1,0,True,True,False,0.12867729620480575,4453,0.27392120075046905,1066,429.89166666666665,1,260,293
1,4,4,3,3,498.63,0.2837,1,6,7,4,6,0,1,False,True,False,0.12867729620480575,4453,0.27113095238095236,3360,498.63,0,258,403
8,5,7,1,39,5607.31,3.6244,18,3,3,2,5,0,1,True,False,True,0.45885916203937405,1981,0.26510944135903297,6122,311.51722222222224,1,388,387
1,5,3,1,4,396.96,0.1209,2,7,5,4,0,0,0,False,True,False,0.491083079599826,2299,0.27880434782608693,1840,198.48,0,228,425
4,4,0,0,23,8378.09,6.4342,13,1,12,5,0,1,0,True,True,True,0.27633417155630063,3579,0.2726831635128578,2061,644.4684615384615,1,16,183
4,14,1,1,28,476.13,0.3081,3,5,9,5,4,1,0,False,True,False,0.29347368421052633,2375,0.2905982905982906,117,158.71,0,143,251
2,7,3,0,8,2466.92,1.2009,8,6,10,2,2,0,0,False,True,True,0.491083079599826,2299,0.273972602739726,73,308.365,0,233,467
6,4,6,3,33,6382.09,3.7251,23,7,3,0,1,0,0,True,True,True,0.15355367066393683,3419,0.27261146496815286,785,277.4821739130435,0,342,315
1,4,4,1,3,2447.03,1.1559,11,8,3,1,3,0,0,True,True,True,0.12867729620480575,4453,0.27113095238095236,3360,222.45727272727274,0,258,399
1,2,0,3,2,3577.96,2.5015,25,6,4,4,5,0,1,False,True,False,0.27633417155630063,3579,0.23582089552238805,335,143.1184,0,12,268
6,4,4,1,33,9201.15,5.4328,15,7,11,4,0,0,0,True,True,True,0.12867729620480575,4453,0.27261146496815286,785,613.41,0,262,312
5,4,8,2,31,2577.08,1.9183,22,3,2,2,5,0,1,True,True,False,0.257201646090535,2916,0.27392120075046905,1066,117.14,1,421,290
8,5,0,3,39,4432.19,3.5147,10,3,8,4,0,0,0,True,False,False,0.27633417155630063,3579,0.26510944135903297,6122,443.21899999999994,1,32,392
2,5,3,1,6,1260.04,0.5042,5,6,10,4,3,0,0,False,False,False,0.491083079599826,2299,0.26096491228070173,912,252.00799999999998,0,231,443
8,2,5,2,37,1682.67,1.2687,6,6,12,1,1,0,0,True,True,False,0.2894486692015209,2104,0.26897470039946736,1502,280.445,0,306,361
1,4,6,0,3,982.38,0.5382,4,8,4,1,3,0,0,False,True,False,0.15355367066393683,3419,0.27113095238095236,3360,245.595,0,338,400
3,13,5,0,18,690.12,0.2221,8,7,5,3,4,0,0,False,True,False,0.2894486692015209,2104,0.2564102564102564,195,86.265,0,286,115
1,5,4,2,4,2165.94,1.3005,6,6,11,3,3,0,0,True,True,True,0.12867729620480575,4453,0.27880434782608693,1840,360.99,0,269,420
4,2,3,2,22,1658.88,0.7292,4,2,3,5,0,1,0,True,False,False,0.491083079599826,2299,0.2723673792557403,1263,414.72,1,209,173
3,13,4,2,18,14636.73,9.5009,21,5,11,5,6,1,1,True,True,True,0.12867729620480575,4453,0.2564102564102564,195,696.9871428571429,0,245,110
8,5,1,1,39,1112.23,0.7304,3,5,9,0,6,0,1,False,True,False,0.29347368421052633,2375,0.26510944135903297,6122,370.74333333333334,0,154,393
6,4,8,2,33,3742.55,1.7234,15,7,12,3,4,0,0,True,True,True,0.257201646090535,2916,0.27261146496815286,785,249.50333333333336,0,423,313
8,5,6,1,39,1574.08,0.8667,2,5,10,3,2,0,0,True,True,False,0.15355367066393683,3419,0.26510944135903297,6122,787.04,0,348,383
2,4,8,0,5,7344.82,2.2359,24,2,1,6,1,1,0,True,True,True,0.257201646090535,2916,0.2680851063829787,2820,306.03416666666664,1,432,430
8,4,4,0,38,1798.52,0.8989,6,4,6,1,6,0,1,False,True,False,0.12867729620480575,4453,0.26851098454027666,2458,299.75333333333333,0,267,378
3,0,3,1,12,5804.16,2.119,13,7,1,3,4,0,0,True,True,True,0.491083079599826,2299,0.30275229357798167,218,446.4738461538461,0,198,36
1,4,1,3,3,885.08,0.3849,3,1,10,0,1,0,0,False,False,False,0.29347368421052633,2375,0.27113095238095236,3360,295.0266666666667,1,144,395
1,4,10,0,3,1421.94,0.5824,2,6,7,4,6,0,1,False,True,False,0.19724375538329025,2322,0.27113095238095236,3360,710.97,0,63,403
4,4,9,0,23,2582.78,1.7149,7,3,9,5,1,1,0,False,False,False,0.5224839400428265,1401,0.2726831635128578,2061,368.96857142857147,1,453,191
8,5,1,0,39,1126.43,0.5072,7,6,6,1,1,0,0,False,True,False,0.29347368421052633,2375,0.26510944135903297,6122,160.91857142857143,0,154,390
1,4,7,2,3,5809.27,3.1344,17,7,11,2,3,0,0,True,True,True,0.45885916203937405,1981,0.27113095238095236,3360,341.7217647058824,0,378,396
5,0,4,2,29,660.9,0.2862,7,7,2,3,4,0,0,False,True,False,0.12867729620480575,4453,0.3333333333333333,21,94.41428571428571,0,257,256
2,4,6,3,5,1479.64,1.1201,4,2,3,5,1,1,0,False,True,True,0.15355367066393683,3419,0.2680851063829787,2820,369.91,1,351,435
8,5,4,3,39,526.4,0.2987,4,4,10,5,3,1,0,False,True,False,0.12867729620480575,4453,0.26510944135903297,6122,131.6,0,268,383
4,6,9,1,24,4167.93,2.0785,24,2,12,3,5,0,1,True,True,True,0.5224839400428265,1401,0.25328330206378985,533,173.66375000000002,1,454,195
8,5,6,3,39,4066.1,1.4338,24,4,4,4,2,0,0,True,True,False,0.15355367066393683,3419,0.26510944135903297,6122,169.42083333333332,0,348,388
1,4,4,2,3,1536.32,1.1147,6,8,2,2,5,0,1,False,True,False,0.12867729620480575,4453,0.27113095238095236,3360,256.05333333333334,0,258,398
6,4,0,0,33,2698.2,1.8381,16,6,3,5,0,1,0,False,True,False,0.27633417155630063,3579,0.27261146496815286,785,168.6375,0,26,315
8,4,4,0,38,895.46,0.2987,7,5,12,5,5,1,1,False,True,False,0.12867729620480575,4453,0.26851098454027666,2458,127.92285714285715,0,267,373
8,5,6,2,39,874.26,0.4471,8,5,7,5,5,1,1,False,True,False,0.15355367066393683,3419,0.26510944135903297,6122,109.2825,0,348,391
1,4,7,0,3,2512.02,1.3337,8,6,3,0,0,0,0,False,True,True,0.45885916203937405,1981,0.27113095238095236,3360,314.0025,0,378,399
8,4,1,2,38,1612.55,0.6408,6,6,7,0,0,0,0,False,True,True,0.29347368421052633,2375,0.26851098454027666,2458,268.7583333333333,0,153,379
1,4,9,0,3,1085.2,0.4678,5,8,3,0,2,0,0,False,True,False,0.5224839400428265,1401,0.27113095238095236,3360,217.04000000000002,0,460,399
2,4,6,0,5,2601.07,1.5837,21,4,3,1,4,0,0,False,True,False,0.15355367066393683,3419,0.2680851063829787,2820,123.86047619047619,0,351,435
8,4,11,1,38,4264.26,1.4951,18,5,2,3,2,0,0,True,True,False,0.22524436889077773,2353,0.26851098454027666,2458,236.90333333333334,0,113,374
1,4,6,0,3,541.74,0.3057,3,6,11,1,1,0,0,False,True,False,0.15355367066393683,3419,0.27113095238095236,3360,180.58,0,338,396
8,4,6,1,38,8400.2,2.6658,20,6,11,1,1,0,0,True,True,True,0.15355367066393683,3419,0.26851098454027666,2458,420.01000000000005,0,347,372
8,2,5,2,37,8242.11,3.4012,19,6,1,2,2,0,0,True,True,False,0.2894486692015209,2104,0.26897470039946736,1502,433.7952631578948,0,306,358
4,4,4,3,23,8189.29,3.5037,23,1,1,5,0,1,0,True,True,False,0.12867729620480575,4453,0.2726831635128578,2061,356.0560869565217,1,251,180
1,4,6,3,3,1140.48,0.8457,5,1,6,5,6,1,1,False,False,False,0.15355367066393683,3419,0.27113095238095236,3360,228.096,1,338,402
3,13,9,2,18,1630.43,0.8515,4,5,8,4,3,0,0,False,True,False,0.5224839400428265,1401,0.2564102564102564,195,407.6075,0,447,118
4,8,11,3,26,2309.35,1.6968,10,8,10,2,5,0,1,False,True,False,0.22524436889077773,2353,0.32653061224489793,49,230.935,0,100,217
4,2,4,3,22,1198.79,0.4591,3,2,7,5,1,1,0,False,True,False,0.12867729620480575,4453,0.2723673792557403,1263,399.59666666666664,1,250,177
2,5,4,0,6,5407.34,4.1084,25,3,9,2,5,0,1,True,True,True,0.12867729620480575,4453,0.26096491228070173,912,216.2936,1,272,453
5,4,7,3,31,1106.31,0.7219,8,2,10,6,1,1,0,False,True,False,0.45885916203937405,1981,0.27392120075046905,1066,138.28875,1,380,287
8,5,10,0,39,3711.75,2.6166,19,4,7,3,1,0,0,True,True,True,0.19724375538329025,2322,0.26510944135903297,6122,195.35526315789474,0,73,391
8,4,1,2,38,916.71,0.3693,5,4,5,4,2,0,0,False,True,True,0.29347368421052633,2375,0.26851098454027666,2458,183.342,0,153,377
8,5,7,3,39,611.98,0.3906,7,1,7,4,5,0,1,False,False,False,0.45885916203937405,1981,0.26510944135903297,6122,87.42571428571429,1,388,391
8,5,1,0,39,4337.05,3.4325,13,5,4,2,1,0,0,True,True,False,0.29347368421052633,2375,0.26510944135903297,6122,333.6192307692308,0,154,388
3,10,6,2,16,646.17,0.4619,4,3,2,5,1,1,0,False,False,False,0.15355367066393683,3419,0.27702702702702703,148,161.5425,1,323,88
8,5,8,3,39,6497.12,4.8274,25,5,4,0,5,0,1,True,True,True,0.257201646090535,2916,0.26510944135903297,6122,259.8848,0,429,388
8,5,8,2,39,1880.31,1.1379,5,4,12,5,3,1,0,False,True,False,0.257201646090535,2916,0.26510944135903297,6122,376.062,0,429,385
2,4,5,1,5,1303.38,0.4574,5,3,11,1,3,0,0,False,True,False,0.2894486692015209,2104,0.2680851063829787,2820,260.67600000000004,1,311,432
2,4,8,3,5,2755.26,1.2505,20,1,6,5,0,1,0,False,True,False,0.257201646090535,2916,0.2680851063829787,2820,137.763,1,432,438
1,4,1,0,3,1826.18,1.1349,2,8,11,0,2,0,0,False,True,False,0.29347368421052633,2375,0.27113095238095236,3360,913.09,0,144,396
4,4,3,1,23,1631.3,1.068,4,4,8,1,4,0,0,False,True,False,0.491083079599826,2299,0.2726831635128578,2061,407.825,0,210,190
8,5,5,2,39,2581.09,1.1333,18,4,1,4,2,0,0,False,True,False,0.2894486692015209,2104,0.26510944135903297,6122,143.3938888888889,0,308,382
8,5,8,1,39,891.45,0.4952,2,5,8,4,3,0,0,False,True,False,0.257201646090535,2916,0.26510944135903297,6122,445.725,0,429,392
4,6,0,0,24,1074.42,0.4401,8,4,4,0,3,0,0,False,True,False,0.27633417155630063,3579,0.25328330206378985,533,134.3025,0,17,198
8,4,1,1,38,1638.5,0.5141,5,5,3,6,4,1,0,False,True,False,0.29347368421052633,2375,0.26851098454027666,2458,327.7,0,153,375
2,5,3,2,6,2887.21,1.596,7,2,12,3,6,0,1,True,True,False,0.491083079599826,2299,0.26096491228070173,912,412.4585714285714,1,231,445
1,5,8,1,4,1188.52,0.9045,4,21,6,0,0,0,0,False,False,False,0.257201646090535,2916,0.27880434782608693,1840,297.13,0,430,426
8,5,0,1,39,1249.7,0.3945,3,4,12,2,0,0,0,False,True,False,0.27633417155630063,3579,0.26510944135903297,6122,416.56666666666666,0,32,385
1,4,2,3,3,1771.54,1.0253,8,5,1,6,6,1,1,True,True,False,0.2719298245614035,456,0.27113095238095236,3360,221.4425,0,178,394
5,4,0,0,31,1676.7,0.6067,2,6,9,2,1,0,0,False,False,False,0.27633417155630063,3579,0.27392120075046905,1066,838.35,0,24,297
4,4,0,1,23,442.11,0.2939,1,3,12,2,5,0,1,False,True,False,0.27633417155630063,3579,0.2726831635128578,2061,442.11,1,16,183
8,5,3,1,39,3327.78,1.4329,25,5,4,1,0,0,0,True,True,True,0.491083079599826,2299,0.26510944135903297,6122,133.1112,0,227,388
4,14,0,2,28,1732.36,1.2815,7,5,4,0,5,0,1,False,True,False,0.27633417155630063,3579,0.2905982905982906,117,247.48,0,21,246
8,4,11,3,38,4305.19,2.3941,6,5,10,0,5,0,1,True,False,False,0.22524436889077773,2353,0.26851098454027666,2458,717.5316666666666,0,113,371
8,4,6,0,38,5149.4,3.1242,22,6,7,3,3,0,0,True,True,True,0.15355367066393683,3419,0.26851098454027666,2458,234.06363636363633,0,347,379
4,14,9,2,28,1373.37,0.7844,4,4,6,1,6,0,1,False,True,False,0.5224839400428265,1401,0.2905982905982906,117,343.3425,0,458,248
1,4,11,3,3,539.64,0.4043,7,5,4,5,5,1,1,False,True,False,0.22524436889077773,2353,0.27113095238095236,3360,77.09142857142857,0,104,400
8,5,6,1,39,1542.89,1.0802,5,4,1,4,2,0,0,False,True,False,0.15355367066393683,3419,0.26510944135903297,6122,308.57800000000003,0,348,382
8,4,0,0,38,2174.07,0.7364,17,4,5,5,2,1,0,True,False,True,0.27633417155630063,3579,0.26851098454027666,2458,127.8864705882353,0,31,377
2,4,4,0,5,1295.27,0.4038,4,3,8,2,5,0,1,False,True,False,0.12867729620480575,4453,0.2680851063829787,2820,323.8175,1,271,440
4,6,9,3,24,1373.24,0.7762,7,4,1,1,5,0,1,False,False,False,0.5224839400428265,1401,0.25328330206378985,533,196.17714285714285,0,454,192
3,0,6,0,12,913.05,0.5265,4,5,4,2,1,0,0,False,True,False,0.15355367066393683,3419,0.30275229357798167,218,228.2625,0,319,42
4,4,9,2,23,6526.68,3.3773,13,1,6,5,0,1,0,True,True,True,0.5224839400428265,1401,0.2726831635128578,2061,502.0523076923077,1,453,188
8,5,6,1,39,125.38,0.065,3,6,11,3,2,0,0,False,False,False,0.15355367066393683,3419,0.26510944135903297,6122,41.79333333333333,0,348,384
2,5,1,0,6,2356.94,1.7901,19,2,1,3,6,0,1,True,True,True,0.29347368421052633,2375,0.26096491228070173,912,124.04947368421053,1,158,442
2,4,1,0,5,4799.46,3.6928,22,3,4,0,2,0,0,True,True,True,0.29347368421052633,2375,0.2680851063829787,2820,218.15727272727273,1,157,436
3,13,4,3,18,2184.08,0.7798,13,6,10,4,4,0,0,True,True,True,0.12867729620480575,4453,0.2564102564102564,195,168.00615384615384,0,245,109
8,4,0,2,38,2835.67,2.2087,14,4,7,5,2,1,0,True,False,True,0.27633417155630063,3579,0.26851098454027666,2458,202.54785714285714,0,31,379
1,4,6,2,3,1493.5,1.1638,2,6,6,4,6,0,1,False,True,False,0.15355367066393683,3419,0.27113095238095236,3360,746.75,0,338,402
0,4,3,1,0,2296.42,0.7652,17,5,4,6,6,1,1,True,True,True,0.491083079599826,2299,0.2847222222222222,432,135.08352941176472,0,194,6
8,5,6,1,39,759.61,0.2737,2,6,9,3,3,0,0,False,True,False,0.15355367066393683,3419,0.26510944135903297,6122,379.805,0,348,393
8,5,4,3,39,6636.04,2.0302,15,1,5,4,5,0,1,True,False,True,0.12867729620480575,4453,0.26510944135903297,6122,442.4026666666667,1,268,389
1,4,2,3,3,3175.8,1.5748,6,6,7,2,2,0,0,True,True,False,0.2719298245614035,456,0.27113095238095236,3360,529.3000000000001,0,178,403
3,13,0,0,18,1819.29,1.0462,3,6,6,0,0,0,0,False,True,False,0.27633417155630063,3579,0.2564102564102564,195,606.43,0,10,116
1,5,5,0,4,1105.34,0.3817,8,7,4,3,6,0,1,False,True,False,0.2894486692015209,2104,0.27880434782608693,1840,138.1675,0,309,424
4,2,8,2,22,364.33,0.1902,2,3,5,1,3,0,0,False,True,False,0.257201646090535,2916,0.2723673792557403,1263,182.165,1,411,175
6,5,7,1,34,1343.82,0.7742,8,6,2,4,6,0,1,False,True,False,0.45885916203937405,1981,0.3247232472324723,271,167.9775,0,383,326
3,1,5,3,13,870.2,0.276,3,6,1,2,2,0,0,False,True,False,0.2894486692015209,2104,0.25,64,290.06666666666666,0,281,48
8,5,7,0,39,1658.27,0.5441,3,4,10,5,3,1,0,False,True,False,0.45885916203937405,1981,0.26510944135903297,6122,552.7566666666667,0,388,383
4,6,1,2,24,1034.07,0.3105,8,3,12,2,5,0,1,False,True,False,0.29347368421052633,2375,0.25328330206378985,533,129.25875,1,139,195
0,5,5,1,1,2838.19,1.2995,21,5,12,6,6,1,1,True,True,False,0.2894486692015209,2104,0.2759295499021526,511,135.15190476190477,0,277,135
1,5,6,2,4,1081.32,0.594,6,7,7,0,1,0,0,False,True,False,0.15355367066393683,3419,0.27880434782608693,1840,180.22,0,349,427
6,4,11,2,33,952.8,0.3176,2,7,7,3,6,0,1,False,True,False,0.22524436889077773,2353,0.27261146496815286,785,476.4,0,108,319
8,4,9,0,38,9767.85,5.6285,24,5,8,0,5,0,1,True,True,False,0.5224839400428265,1401,0.26851098454027666,2458,406.99375000000003,0,469,380
1,4,4,0,3,4517.19,3.5292,22,4,2,2,6,0,1,True,False,False,0.12867729620480575,4453,0.27113095238095236,3360,205.32681818181817,0,258,398
1,4,5,1,3,1253.18,0.6755,8,7,11,3,4,0,0,False,True,False,0.2894486692015209,2104,0.27113095238095236,3360,156.6475,0,298,396
8,6,6,0,40,389.35,0.2836,1,5,9,6,5,1,1,False,True,False,0.15355367066393683,3419,0.30601092896174864,366,389.35,0,350,417
8,2,4,0,37,669.92,0.3009,8,5,4,5,5,1,1,False,True,False,0.12867729620480575,4453,0.26897470039946736,1502,83.74,0,266,364
1,4,3,3,3,1073.05,0.4139,4,8,9,6,2,1,0,False,True,False,0.491083079599826,2299,0.27113095238095236,3360,268.2625,0,217,405
4,8,10,2,26,1508.28,0.5928,8,5,12,5,6,1,1,False,True,False,0.19724375538329025,2322,0.32653061224489793,49,188.535,0,59,219
8,6,3,3,40,1154.29,0.8019,7,4,6,2,0,0,0,False,True,False,0.491083079599826,2299,0.30601092896174864,366,164.89857142857142,0,229,414
0,5,0,3,1,1380.01,0.9417,7,5,6,5,4,1,0,False,True,False,0.27633417155630063,3579,0.2759295499021526,511,197.1442857142857,0,1,140
1,4,11,3,3,3167.82,1.3059,5,5,10,6,6,1,1,True,True,True,0.22524436889077773,2353,0.27113095238095236,3360,633.5640000000001,0,104,395
4,4,7,1,23,557.46,0.3329,2,2,6,4,0,0,0,False,True,False,0.45885916203937405,1981,0.2726831635128578,2061,278.73,1,372,188
3,10,9,1,16,964.32,0.3255,3,3,9,6,2,1,0,False,False,False,0.5224839400428265,1401,0.27702702702702703,148,321.44,1,445,95
1,2,11,0,2,4203.7,2.6998,25,8,7,2,5,0,1,True,True,True,0.22524436889077773,2353,0.23582089552238805,335,168.148,0,93,271
8,4,3,0,38,555.29,0.3794,4,6,10,4,4,0,0,False,True,False,0.491083079599826,2299,0.26851098454027666,2458,138.8225,0,226,371
6,5,3,1,34,724.76,0.5598,6,6,5,4,4,0,0,False,True,False,0.491083079599826,2299,0.3247232472324723,271,120.79333333333334,0,222,329
8,5,0,3,39,3144.41,2.2026,8,5,1,4,3,0,0,True,True,True,0.27633417155630063,3579,0.26510944135903297,6122,393.05125,0,32,382
4,4,8,3,23,2475.6,0.7969,5,1,11,2,3,0,0,True,False,True,0.257201646090535,2916,0.2726831635128578,2061,495.12,1,412,182
8,5,11,2,39,5284.79,2.4875,25,12,11,4,2,0,0,True,False,False,0.22524436889077773,2353,0.26510944135903297,6122,211.3916,0,114,384
8,5,7,2,39,4229.04,2.9309,18,6,1,1,0,0,0,True,False,True,0.45885916203937405,1981,0.26510944135903297,6122,234.94666666666666,0,388,382
4,2,8,3,22,2111.21,0.9268,5,2,7,3,5,0,1,True,True,True,0.257201646090535,2916,0.2723673792557403,1263,422.242,1,411,177
4,4,0,2,23,3841.19,2.4312,9,4,12,1,4,0,0,True,True,False,0.27633417155630063,3579,0.2726831635128578,2061,426.7988888888889,0,16,183
4,2,8,3,22,2002.53,1.3169,18,2,7,3,5,0,1,True,True,True,0.257201646090535,2916,0.2723673792557403,1263,111.25166666666667,1,411,177
2,4,6,0,5,3595.02,1.2227,6,1,10,0,1,0,0,False,False,False,0.15355367066393683,3419,0.2680851063829787,2820,599.17,1,351,431
6,5,11,2,34,2946.54,1.5172,16,3,3,2,5,0,1,True,False,True,0.22524436889077773,2353,0.3247232472324723,271,184.15875,1,109,327
8,5,10,1,39,427.71,0.1857,3,5,2,6,4,1,0,False,True,False,0.19724375538329025,2322,0.26510944135903297,6122,142.57,0,73,386
4,2,0,0,22,2474.27,1.1184,18,1,3,4,6,0,1,True,True,False,0.27633417155630063,3579,0.2723673792557403,1263,137.45944444444444,1,15,173
4,14,6,3,28,530.29,0.1892,4,6,12,4,4,0,0,False,True,False,0.15355367066393683,3419,0.2905982905982906,117,132.5725,0,336,243
6,4,7,3,33,910.18,0.4148,2,1,1,4,5,0,1,False,False,False,0.45885916203937405,1981,0.27261146496815286,785,455.09,1,382,310
8,2,0,0,37,817.6,0.5333,8,6,6,3,3,0,0,False,True,False,0.27633417155630063,3579,0.26897470039946736,1502,102.2,0,30,366
4,2,0,0,22,1849.26,1.0793,3,1,2,2,3,0,0,True,False,False,0.27633417155630063,3579,0.2723673792557403,1263,616.42,1,15,172
6,4,4,2,33,1003.95,0.3979,7,6,7,3,3,0,0,False,True,False,0.12867729620480575,4453,0.27261146496815286,785,143.42142857142858,0,262,319
8,4,11,2,38,819.53,0.5619,5,6,6,0,6,0,1,False,False,False,0.22524436889077773,2353,0.26851098454027666,2458,163.906,0,113,378
6,4,7,3,33,702.8,0.3864,4,5,10,5,5,1,1,False,True,False,0.45885916203937405,1981,0.27261146496815286,785,175.7,0,382,311
7,4,4,1,36,1306.46,0.6428,6,5,7,2,1,0,0,False,True,True,0.12867729620480575,4453,0.22767857142857142,224,217.74333333333334,0,265,355
1,4,5,1,3,773.94,0.3022,6,6,10,4,5,0,1,False,True,False,0.2894486692015209,2104,0.27113095238095236,3360,128.99,0,298,395
1,4,0,2,3,1159.18,0.4348,7,1,3,0,1,0,0,False,False,False,0.27633417155630063,3579,0.27113095238095236,3360,165.59714285714287,1,22,399
8,5,4,2,39,4181.36,1.9259,17,6,7,3,3,0,0,True,True,True,0.12867729620480575,4453,0.26510944135903297,6122,245.96235294117645,0,268,391
1,4,8,3,3,1059.4,0.5104,4,5,2,6,6,1,1,False,True,False,0.257201646090535,2916,0.27113095238095236,3360,264.85,0,419,398
1,4,8,3,3,1026.14,0.7989,5,6,12,3,3,0,0,False,True,True,0.257201646090535,2916,0.27113095238095236,3360,205.228,0,419,397
4,4,4,3,23,1392.92,1.014,2,1,4,5,0,1,0,False,True,False,0.12867729620480575,4453,0.2726831635128578,2061,696.46,1,251,186
8,6,6,0,40,1767.86,1.0268,3,5,4,6,4,1,0,False,False,False,0.15355367066393683,3419,0.30601092896174864,366,589.2866666666666,0,350,412
8,4,5,1,38,2111.66,1.6055,9,6,6,4,4,0,0,False,True,False,0.2894486692015209,2104,0.26851098454027666,2458,234.62888888888887,0,307,378
8,4,10,3,38,4785.1,3.3578,16,5,10,2,1,0,0,True,True,False,0.19724375538329025,2322,0.26851098454027666,2458,299.06875,0,72,371
8,5,8,1,39,558.92,0.4095,4,6,11,3,3,0,0,False,True,False,0.257201646090535,2916,0.26510944135903297,6122,139.73,0,429,384
4,14,9,2,28,938.03,0.4894,3,5,4,5,5,1,1,False,True,False,0.5224839400428265,1401,0.2905982905982906,117,312.6766666666667,0,458,246
2,4,7,3,5,3084.68,2.4127,22,3,10,0,2,0,0,True,True,True,0.45885916203937405,1981,0.2680851063829787,2820,140.21272727272728,1,391,431
1,4,8,0,3,1909.46,0.7186,3,7,2,3,6,0,1,False,True,False,0.257201646090535,2916,0.27113095238095236,3360,636.4866666666667,0,419,398
8,5,11,1,39,2279.7,0.7068,14,4,4,2,0,0,0,True,True,False,0.22524436889077773,2353,0.26510944135903297,6122,162.83571428571426,0,114,388
8,5,0,1,39,610.87,0.4427,4,6,12,2,2,0,0,False,True,False,0.27633417155630063,3579,0.26510944135903297,6122,152.7175,0,32,385
4,6,9,3,24,1323.51,0.5353,7,4,5,6,3,1,0,False,False,False,0.5224839400428265,1401,0.25328330206378985,533,189.07285714285715,0,454,199
4,4,5,2,23,3022.17,1.9348,22,3,3,0,2,0,0,True,True,False,0.2894486692015209,2104,0.2726831635128578,2061,137.37136363636364,1,292,185
2,4,0,0,5,1073.32,0.7324,4,2,10,3,6,0,1,False,True,True,0.27633417155630063,3579,0.2680851063829787,2820,268.33,1,35,431
1,4,1,0,3,3263.71,0.9932,23,6,2,0,0,0,0,True,True,False,0.29347368421052633,2375,0.27113095238095236,3360,141.9004347826087,0,144,398
0,5,3,0,1,3551.07,1.8254,11,4,12,1,6,0,1,True,True,True,0.491083079599826,2299,0.2759295499021526,511,322.82454545454544,0,195,135
4,4,11,0,23,920.52,0.5642,5,1,6,5,0,1,0,False,True,False,0.22524436889077773,2353,0.2726831635128578,2061,184.10399999999998,1,97,188
8,4,9,0,38,3773.11,2.0087,16,4,4,1,6,0,1,True,True,False,0.5224839400428265,1401,0.26851098454027666,2458,235.819375,0,469,376
1,4,7,2,3,1991.87,1.4861,6,7,7,5,1,1,0,False,True,False,0.45885916203937405,1981,0.27113095238095236,3360,331.9783333333333,0,378,403
